application_id,customer_id,customer_name,application_date,product_type,loan_amount,loan_term_months,interest_rate,annual_income,employment_status,application_status
APP00155,CUST1542,Sophia Brown,"October 01, 2023", Business Loan ,,48,,35736,Employed, pending 
APP00668,CUST1332,Olivia Brown,16/02/2026,Car Loan,,36,,,Self-Employed,Under Review
APP00810,CUST1891,Emma Johnson,13-May-2025,personal loan,,24,,, employed ,Pending
APP00148,CUST2029,Emma Anderson,2026-02-13,Personal Loan,,36,6.68,, employed , pending 
APP00324,CUST2773,John Brown,30-Jan-2026,Car Loan,,60,,,Unemployed,Pending
APP00048,CUST1237,Emma Brown,2024-11-28, Business Loan ,47267,,,,employed,Rejected
APP00604,CUST1739,Michael Anderson,23-Sep-2024,,,36,,,Student,Pending
APP00022,CUST2358,John Taylor,23-Jul-2024,personal loan,,,4.58,114492,Unemployed,Pending
APP00639,CUST1261,Daniel Johnson,01-22-2024,Car Loan,,,10.22,138935,,Pending
APP00664,CUST2679,Emma Brown,06/11/2025,Personal Loan,,12,8.27,,Employed,Under Review
APP00848,CUST1806,Olivia Smith,19-Oct-2023,Car Loan,,12,5.31,139852,Student,approved
APP00619,CUST1658,Michael Brown,02-06-2026,,64985,36,,66036,,Approved
APP00717,CUST2171,John Taylor,09-01-2024,Mortgage,,24,,,Student,Rejected
APP00694,CUST2455,,2025-05-07,Mortgage,,,12.25,,Student, pending 
APP00615,CUST1629,John Smith,2025/10/07,personal loan,98503,60,7.77,,,Rejected
APP00323,CUST1565,John Johnson,09-19-2023,,30600,60,,, employed ,Rejected
APP00279,CUST1913,Sophia Anderson,2024/09/20,Personal Loan,64027,48,,126463, employed ,Pending
APP00075,CUST2542,John Brown,17-May-2024,Car Loan,,12,8.99,46355,Unemployed,Approved
APP00892,CUST2159,Michael Brown,"October 14, 2025",Personal Loan,97478,24,,73230, employed ,approved
APP00824,CUST2359,Emma Johnson,2024-01-25,Car Loan,,12,14.8,21877,employed, pending 
APP00896,CUST1430,Michael Brown,"January 28, 2026", Business Loan ,,24,,,,Pending
APP00057,CUST2021,Sophia Johnson,09-Aug-2023,,64932,36,,,employed,approved
APP00400,CUST2039,John Smith,24-Dec-2024,,54062,48,8.85,63036, employed ,
APP00515,CUST2498,John Taylor,21-Jan-2025,Mortgage,96555,48,,,employed,Approved
APP00571,CUST2451,,2024/03/20,Education Loan,86554,,4.68,,employed,
APP00494,CUST2081,,2026/02/16,Education Loan,86411,12,6.22,61623,Student, pending 
APP00209,CUST1569,Daniel Smith,2023/08/09,Car Loan,,24,10.66,,employed,Approved
APP00727,CUST1596,Daniel Johnson,02-17-2024,Personal Loan,,60,10.54,72964,Employed,
APP00829,CUST1906,Daniel Anderson,07-08-2023,,,48,6.65,,Employed,approved
APP00591,CUST1901,Daniel Johnson,03-01-2025,personal loan,,60,,,Student,Rejected
APP00848,CUST1043,Emma Smith,08-30-2025,Education Loan,37978,24,,,Self-Employed,Approved
APP00372,CUST1554,Daniel Johnson,2026/01/28,,,60,5.14,,employed,approved
APP00407,CUST1364,Emma Johnson,"August 25, 2025",Mortgage,25030,24,,75120,Student,Under Review
APP00841,CUST2814,Daniel Brown,05-Aug-2024,Mortgage,,24,7.26,,employed,
APP00079,CUST2379,Sophia Taylor,22/05/2025,Mortgage,,24,,28700,Unemployed,Approved
APP00309,CUST1772,,10-30-2023,Education Loan,,12,,57941,Student,approved
APP00207,CUST2522,Sophia Johnson,"July 02, 2024", Business Loan ,,48,8.49,121684,Employed, pending 
APP00148,CUST2639,,01/10/2024,,,12,5.51,, employed ,Under Review
APP00519,CUST1395,Sophia Brown,2024/05/09,,78830,12,7.47,,Employed,Rejected
APP00335,CUST2247,,11/07/2025, Business Loan ,89494,,10.08,130876,Unemployed,Rejected
APP00640,CUST1811,Emma Taylor,01/12/2025,,70276,,6.27,126891,Unemployed,approved
APP00513,CUST2810,Olivia Johnson,"June 01, 2024",Education Loan,27073,12,10.63,30738,Employed,
APP00891,CUST2627,John Anderson,2025-05-11,Mortgage,,36,5.59,,Self-Employed,approved
APP00482,CUST2846,Emma Johnson,08-20-2024,,,12,,111835,Employed, pending 
APP00720,CUST1655,Michael Smith,14-Oct-2023,Car Loan,28325,48,14.69,,employed,approved
APP00296,CUST2721,John Smith,2025/09/22,personal loan,,60,,84138,, pending 
APP00111,CUST1027,Emma Taylor,2025/01/26,Car Loan,,60,4.96,135840,Employed,
APP00284,CUST2038,Emma Smith,09-13-2023,,,36,,,Self-Employed,approved
APP00562,CUST1112,Michael Smith,11-15-2024,,,48,3.75,43850,Unemployed,
APP00097,CUST2197,Sophia Johnson,"September 27, 2024",Personal Loan,77583,48,,,employed,
APP00675,CUST2291,,"September 07, 2024",Car Loan,25860,60,,45757,Self-Employed,approved
APP00655,CUST1900,,"May 28, 2024",Education Loan,,24,,,Student, pending 
APP00894,CUST1753,Daniel Taylor,2023-11-21,Mortgage,,48,,83457,Employed,Pending
APP00204,CUST2547,,28/12/2024, Business Loan ,91843,48,9.33,,Employed,approved
APP00264,CUST1950,Sophia Smith,23-Mar-2026,Mortgage,,24,5.1,84200,,approved
APP00012,CUST2640,Daniel Anderson,"May 03, 2024",Mortgage,,60,6.71,,Self-Employed,Approved
APP00192,CUST2442,Daniel Johnson,2023-11-22,personal loan,37651,48,,74775,, pending 
APP00126,CUST2329,Olivia Anderson,2026/03/18,Car Loan,18146,,6.42,47442, employed ,Pending
APP00229,CUST1730,Michael Johnson,19-Feb-2025,,,12,,,Student,Under Review
APP00538,CUST1395,John Johnson,"May 10, 2024",personal loan,,48,,106371,Student, pending 
APP00323,CUST2733,Olivia Brown,02/03/2026,Education Loan,76061,60,8.47,,Student,Under Review
APP00472,CUST2919,Daniel Taylor,2025/05/19,personal loan,56475,24,,109783,Unemployed,Rejected
APP00154,CUST1220,John Taylor,05/12/2024,personal loan,,24,,,Student,
APP00287,CUST2519,Emma Taylor,2024/01/18,Mortgage,29644,48,,,, pending 
APP00346,CUST1872,John Smith,2024-04-26,Education Loan,,,12.14,,Self-Employed,Approved
APP00055,CUST1012,Michael Taylor,2024-11-13,Education Loan,55676,60,,,,
APP00030,CUST1456,,31/01/2026,,,48,5.53,25748,Unemployed,Pending
APP00138,CUST1102,Michael Smith,2026/01/22,Education Loan,59374,12,,,Unemployed,approved
APP00087,CUST1065,Olivia Johnson,2023-12-28,personal loan,,,8.07,84024,Self-Employed,
APP00592,CUST1625,,"March 14, 2026",Car Loan,51845,,,,employed,Approved
APP00734,CUST1677,Emma Smith,08-16-2023,Mortgage,25557,48,,101801, employed ,Approved
APP00218,CUST1961,John Johnson,12-25-2023,Education Loan,,12,,74620,,Under Review
APP00807,CUST2289,,01-22-2025,,6659,48,,,Self-Employed, pending 
APP00428,CUST2221,John Smith,20-Mar-2024,Personal Loan,21431,12,,53589,employed,Under Review
APP00129,CUST1223,Emma Smith,2023-11-25,Car Loan,,60,,117013,Employed,Approved
APP00299,CUST2422,Emma Smith,11-15-2024, Business Loan ,96230,24,13.92,98869, employed ,
APP00172,CUST2572,Daniel Taylor,11-13-2023,Mortgage,,48,8.01,,Student,approved
APP00746,CUST1778,Olivia Smith,09-Oct-2023,Mortgage,,36,,, employed ,Approved
APP00688,CUST2235,,01-Mar-2025,Car Loan,68070,,,,Employed,Pending
APP00553,CUST1240,,2024-08-18,Car Loan,52860,,12.99,96868,Student,Rejected
APP00349,CUST2917,Sophia Johnson,06-13-2025,Education Loan,44607,,9.73,,Employed,
APP00844,CUST2983,Michael Johnson,"August 08, 2024",Personal Loan,89356,,,142639,Unemployed, pending 
APP00307,CUST1227,Sophia Johnson,2023-10-10,Education Loan,,12,10.01,87662,,Rejected
APP00065,CUST1535,Emma Johnson,2023-11-24,personal loan,46832,48,,71010,Self-Employed,Approved
APP00028,CUST1039,Michael Anderson,21/06/2024,Education Loan,74363,48,11.7,77298,Employed,Rejected
APP00227,CUST2929,,10-Nov-2025,Mortgage,,36,14.41,27809,Self-Employed,Rejected
APP00040,CUST1927,Olivia Smith,22-Aug-2025,Mortgage,59175,,,108267, employed ,
APP00849,CUST1265,,2026/02/18,Education Loan,,12,,79395,employed,approved
APP00535,CUST1545,,"November 11, 2024",Mortgage,71490,,4.21,,Employed,
APP00164,CUST2564,Daniel Taylor,28/03/2025,personal loan,,48,13.71,,,Pending
APP00250,CUST2343,,2025-03-14,Car Loan,86063,60,,107837,Employed,Approved
APP00164,CUST2179,,04/12/2023, Business Loan ,,24,6.39,61126, employed ,Under Review
APP00491,CUST1178,,2025-02-24,personal loan,,60,10.06,, employed ,Approved
APP00035,CUST2923,Olivia Anderson,2024/02/15,Car Loan,14835,12,12.85,131419,, pending 
APP00426,CUST2152,,2023-08-11,personal loan,,24,10.44,37964,Student,Rejected
APP00111,CUST2277,Michael Anderson,03-Feb-2026,Mortgage,,24,,,employed,Rejected
APP00033,CUST2261,,2024/02/11,Education Loan,,48,,20679, employed ,Under Review
APP00696,CUST2075,Daniel Johnson,2025/07/30, Business Loan ,64908,36,4.23,,,Approved
APP00489,CUST2453,Sophia Johnson,16-Apr-2025,Car Loan,75477,48,,,employed,Under Review
APP00537,CUST1449,Emma Brown,07-Mar-2025,Car Loan,,24,,75797,Unemployed,Rejected
APP00521,CUST2755,Daniel Taylor,11/12/2023,,75510,60,,,Student, pending 
APP00543,CUST1562,Olivia Taylor,03-20-2026, Business Loan ,,,,106824,Student,Under Review
APP00217,CUST1074,John Anderson,08-Feb-2024,Car Loan,,24,11.99,138135,Employed,approved
APP00136,CUST1586,,04/12/2025,Car Loan,36659,48,8.63,,Unemployed,approved
APP00536,CUST1611,John Brown,"December 23, 2025", Business Loan ,,24,,128711,Unemployed,Under Review
APP00818,CUST1736,,2024-01-18,Education Loan,85257,24,6.53,39579,Self-Employed,approved
APP00168,CUST2844,Michael Anderson,09/01/2025, Business Loan ,,24,8.29,,Self-Employed,
APP00240,CUST1298,Daniel Smith,2025-01-25,Education Loan,35041,48,4.86,,employed,Rejected
APP00358,CUST2614,John Taylor,"March 10, 2025",Personal Loan,,12,10.39,,Unemployed,approved
APP00173,CUST2298,Daniel Smith,20/08/2023,personal loan,41127,48,14.84,89325,Employed,Pending
APP00232,CUST2642,Michael Anderson,"August 08, 2023",Education Loan,20941,48,5.25,92339, employed ,Rejected
APP00870,CUST1057,,2025-05-25, Business Loan ,92198,,,25390,Self-Employed,Pending
APP00323,CUST1259,Sophia Taylor,2023/07/03,Education Loan,96752,24,,140489,Unemployed,
APP00430,CUST2694,Olivia Anderson,2023/10/29,,7156,,10.17,,, pending 
APP00772,CUST2936,Michael Anderson,11-Apr-2024,Education Loan,,36,,84146,Employed,Under Review
APP00608,CUST2275,Daniel Taylor,"December 31, 2023",,65630,60,,,Employed,
APP00885,CUST2401,,14-Sep-2024, Business Loan ,,,,108260,Self-Employed, pending 
APP00046,CUST1457,,23-Jun-2025,Mortgage,12578,,9.34,,,Rejected
APP00093,CUST2731,Michael Anderson,23-Nov-2025,,92063,36,,,,Approved
APP00768,CUST2094,Daniel Brown,28-Jul-2023,personal loan,,,5.93,56466,Student,approved
APP00536,CUST2345,,05-Jun-2024,Mortgage,44717,12,6.8,,Employed,Rejected
APP00113,CUST1471,Michael Johnson,"April 27, 2025",Education Loan,13229,48,,144862,Student,approved
APP00021,CUST2358,,2025/10/10,Mortgage,59186,60,13.48,24590,,
APP00525,CUST2105,Michael Brown,2024/10/14,Education Loan,,12,13.65,, employed ,Approved
APP00806,CUST2632,,10-26-2025,,78670,12,,146933,Self-Employed,Under Review
APP00834,CUST2877,Daniel Taylor,07-24-2023,Car Loan,97649,,8.9,89119,Self-Employed, pending 
APP00782,CUST1349,,09-13-2023,,,60,,50376,Unemployed,approved
APP00425,CUST1926,Sophia Taylor,20-Jan-2025,Mortgage,,36,,22025,Student, pending 
APP00746,CUST2896,Michael Brown,2025/02/15,Car Loan,30793,,8.86,142479,Unemployed, pending 
APP00004,CUST2405,,2025-02-16,Mortgage,55146,48,,,Employed,Pending
APP00097,CUST2145,,03-15-2024,,,60,6.25,,Self-Employed,Rejected
APP00112,CUST1248,Sophia Johnson,2024/07/27,Mortgage,43553,48,,100640,employed,Pending
APP00791,CUST1297,John Taylor,2026/01/14,Car Loan,63217,36,,40047, employed ,Approved
APP00122,CUST1749,Emma Anderson,02-15-2024,personal loan,,36,10.67,36528,Self-Employed,Under Review
APP00482,CUST2626,Olivia Smith,26-Jan-2026,Education Loan,35288,12,,121426, employed ,approved
APP00880,CUST2812,,07-22-2025,Education Loan,,48,6.68,49638,Self-Employed,Pending
APP00273,CUST1514,Olivia Taylor,2025/10/21,Mortgage,82022,,3.8,,Unemployed,Pending
APP00707,CUST1822,Sophia Smith,01-Jan-2025,Education Loan,56042,60,,,Employed,
APP00271,CUST2348,Daniel Johnson,2025-08-04,Personal Loan,8733,48,,,Self-Employed,Pending
APP00765,CUST1565,Daniel Anderson,26/10/2023,Personal Loan,97263,24,11.64,26118,Unemployed,Rejected
APP00528,CUST2377,Sophia Taylor,"March 08, 2025",personal loan,53309,12,,,employed,Pending
APP00387,CUST1697,Sophia Smith,22-Aug-2024,Education Loan,,,,, employed ,
APP00196,CUST1321,Emma Anderson,26-May-2025,Mortgage,,48,,60336,Self-Employed,
APP00055,CUST2354,Michael Anderson,03-07-2025,Personal Loan,,24,,119736,Self-Employed, pending 
APP00592,CUST1550,Emma Taylor,2024-05-22,personal loan,,60,9.87,, employed ,Rejected
APP00535,CUST2305,Emma Brown,08-27-2025,,75705,48,,85004,Employed, pending 
APP00805,CUST1348,Olivia Taylor,20-Jan-2025,Education Loan,5904,36,,,Student,Under Review
APP00350,CUST2101,,2025-03-10,personal loan,,24,7.8,, employed ,Under Review
APP00513,CUST2815,Olivia Johnson,2025/06/08, Business Loan ,34603,36,,60144,Employed,Pending
APP00687,CUST1828,Emma Taylor,"July 09, 2024",Mortgage,,12,,,Employed,Rejected
APP00312,CUST2945,Emma Anderson,17-Nov-2023,personal loan,37433,36,,,Employed,
APP00472,CUST2986,Sophia Anderson,"August 22, 2025",personal loan,,48,10.89,,Self-Employed,approved
APP00298,CUST2680,,2026/02/25,Mortgage,19391,12,4.82,,employed,Pending
APP00429,CUST2809,Olivia Brown,2024/10/19,Mortgage,93773,12,14.51,,Self-Employed,Rejected
APP00059,CUST2523,Emma Taylor,2024/05/13,Education Loan,,60,,,,Under Review
APP00620,CUST1032,Sophia Johnson,"April 13, 2024",Mortgage,,12,,,Student,Approved
APP00587,CUST1973,Michael Johnson,12-22-2023,Education Loan,,,11.22,59280,Self-Employed, pending 
APP00427,CUST1012,Michael Taylor,21/09/2024, Business Loan ,,12,,,Student,Under Review
APP00377,CUST1594,Sophia Anderson,12-10-2023,Personal Loan,,,12.62,,Unemployed, pending 
APP00111,CUST2210,Michael Smith,2025/05/19,Education Loan,,12,,104817,Self-Employed,Approved
APP00630,CUST1193,Michael Brown,2025-10-14, Business Loan ,75676,36,,,Employed,approved
APP00798,CUST1975,Michael Taylor,2024-09-24,Car Loan,32450,12,,,,approved
APP00592,CUST1564,John Anderson,10-03-2025, Business Loan ,51458,36,,85684,Employed,Under Review
APP00210,CUST2016,,26-Sep-2023,personal loan,56704,60,,,,Approved
APP00787,CUST2155,,2024/10/06,personal loan,38698,60,,,,Under Review
APP00187,CUST1163,Emma Anderson,25-Aug-2025, Business Loan ,84707,24,,,Employed,Pending
APP00803,CUST2321,,06-16-2024,Mortgage,,60,,, employed ,Rejected
APP00412,CUST1959,John Brown,2024-02-18,Car Loan,29966,60,,52178,,Under Review
APP00201,CUST2302,,18/01/2025,Education Loan,32491,,9.89,,,Approved
APP00430,CUST1745,Michael Smith,01-Dec-2025,Personal Loan,85229,36,4.66,,Student,Approved
APP00192,CUST1408,Sophia Brown,10-05-2024,Mortgage,54037,12,,,Self-Employed,Under Review
APP00492,CUST2361,Sophia Taylor,"August 08, 2023", Business Loan ,,60,,51265,Unemployed,
APP00368,CUST2009,Daniel Brown,15-Jul-2025, Business Loan ,99975,48,4.8,, employed , pending 
APP00667,CUST1820,,15-Oct-2024,personal loan,47577,24,,114033,Employed,Pending
APP00665,CUST2435,Daniel Anderson,2023-10-27,,,60,,,Employed,Pending
APP00758,CUST2558,John Brown,13/03/2025,Car Loan,,48,4.5,147002,employed,Approved
APP00760,CUST1238,John Johnson,03-07-2026,personal loan,,,,,employed,Rejected
APP00092,CUST2601,,19/03/2026, Business Loan ,,36,6.7,57611,Self-Employed, pending 
APP00899,CUST1696,John Smith,28/01/2024,Personal Loan,,,,,employed,Approved
APP00830,CUST2661,Sophia Smith,2025/06/26, Business Loan ,,12,14.46,83129, employed ,
APP00862,CUST2409,Michael Johnson,04-20-2024,Education Loan,90521,36,10.89,72886, employed ,approved
APP00414,CUST1346,Emma Taylor,"April 17, 2025",Mortgage,27644,60,4.7,,,Under Review
APP00106,CUST2963,,06-07-2024,Mortgage,86324,60,11.34,,Self-Employed, pending 
APP00250,CUST2988,Emma Brown,13-Oct-2024,Personal Loan,,12,7.51,, employed ,Approved
APP00097,CUST2017,Daniel Brown,2025-09-04,,,60,,52148,,approved
APP00041,CUST1864,Michael Brown,31-Jul-2023, Business Loan ,,48,3.51,41072,Student,
APP00153,CUST1252,Sophia Johnson,07-22-2023,Education Loan,61913,36,,102008,, pending 
APP00128,CUST1533,,25/05/2024,,,24,3.56,82402,Employed,
APP00568,CUST2641,Olivia Brown,22-Oct-2025,personal loan,91525,60,9.5,90505,Self-Employed,Pending
APP00260,CUST1700,Michael Johnson,2026/01/24,Education Loan,72153,60,,139900,Unemployed,Under Review
APP00328,CUST1293,,"July 07, 2024",Car Loan,66235,36,12.09,62519,Self-Employed,Pending
APP00563,CUST2855,Olivia Taylor,"October 28, 2025",Education Loan,,60,,94532,Employed,Approved
APP00441,CUST1649,Michael Anderson,08-01-2024,Car Loan,29696,36,,112723, employed , pending 
APP00751,CUST2583,Olivia Johnson,03-25-2026, Business Loan ,33933,48,13.25,,Self-Employed,Pending
APP00717,CUST1343,John Smith,2026/03/08,Mortgage,,48,,,,Rejected
APP00529,CUST1399,John Anderson,"February 16, 2026", Business Loan ,96858,36,,144351,employed,Approved
APP00551,CUST2584,John Taylor,"June 09, 2025",,99130,36,,,Employed, pending 
APP00344,CUST2280,John Brown,2025/09/18, Business Loan ,6537,24,13.94,,employed,Under Review
APP00437,CUST2251,John Johnson,07/12/2024,Mortgage,87895,36,12.42,,Unemployed,Rejected
APP00851,CUST1582,Michael Brown,2025/03/09,Mortgage,,48,6.67,, employed ,Under Review
APP00492,CUST1462,Michael Brown,2024/04/06,personal loan,20163,12,,, employed ,approved
APP00196,CUST1280,,2025-07-04,Mortgage,24930,36,,,employed,Approved
APP00549,CUST2378,John Brown,11-01-2023,Education Loan,6075,60,,,Unemployed, pending 
APP00417,CUST1181,,13-Jun-2025,personal loan,53221,12,,108671,Student,Pending
APP00885,CUST2688,Emma Johnson,19/12/2023,personal loan,71490,24,14.83,117166,Employed, pending 
APP00655,CUST1826,Olivia Johnson,06-Apr-2025,Personal Loan,83405,,,95297,Student,Rejected
APP00794,CUST1993,Michael Johnson,22-Sep-2025, Business Loan ,,60,,72471,employed,approved
APP00262,CUST2065,Daniel Anderson,2023/10/27,Personal Loan,,60,13.3,,employed,approved
APP00438,CUST1307,Emma Taylor,2023/10/01,Mortgage,,24,9.89,76080,Unemployed,Rejected
APP00900,CUST2579,,10-Mar-2025,personal loan,,,,22270,Student,Rejected
APP00885,CUST2053,Daniel Brown,2023-08-04,personal loan,49300,36,11.9,,Employed,Under Review
APP00655,CUST2167,John Anderson,2025-10-27, Business Loan ,74096,36,,108249, employed ,Pending
APP00328,CUST1206,Olivia Taylor,12-21-2023,Car Loan,,12,9.46,,Student,Under Review
APP00645,CUST2566,,08-09-2023,Mortgage,19312,24,3.88,,Employed,approved
APP00206,CUST1377,Michael Brown,2025-10-12,personal loan,,36,,76590,employed,Approved
APP00030,CUST2744,,30-Jul-2024,,,,4.76,,,Approved
APP00627,CUST2143,,07-25-2025,Mortgage,40565,,8.59,,Student,Under Review
APP00066,CUST2645,Olivia Anderson,2024/02/13,personal loan,99446,48,,,Unemployed,approved
APP00363,CUST1845,,16-Feb-2024,Car Loan,,36,4.0,,,
APP00814,CUST1560,Olivia Anderson,03/01/2026,personal loan,57714,12,14.99,,employed,
APP00783,CUST1629,Sophia Taylor,2023/12/08,Mortgage,,48,,116646,,approved
APP00828,CUST2739,Olivia Taylor,16/06/2024,personal loan,89699,48,4.99,,Student,Pending
APP00102,CUST1264,Olivia Anderson,"August 22, 2025",Car Loan,,60,13.0,61578,,Under Review
APP00744,CUST1491,Olivia Smith,12-Nov-2025,,,24,,,Unemployed,Under Review
APP00160,CUST2201,,08/11/2025,Car Loan,,24,11.6,117800,Employed,
APP00785,CUST2322,John Johnson,2026-02-03,Car Loan,,24,4.79,37458,,Under Review
APP00519,CUST1140,,18-Jul-2023,Education Loan,,24,5.74,97665,,Rejected
APP00844,CUST1101,Daniel Taylor,2025/11/25,Car Loan,43859,36,,60720,employed,Pending
APP00778,CUST1081,,12-12-2023,Mortgage,,48,,,Unemployed,approved
APP00204,CUST2172,John Anderson,"August 09, 2025",Car Loan,27300,48,11.86,,Unemployed,Under Review
APP00428,CUST1670,John Brown,"February 12, 2024",,,24,6.56,, employed ,
APP00503,CUST1473,John Johnson,01-Jan-2025,Car Loan,61822,12,,110998,Employed,Rejected
APP00025,CUST2190,Daniel Taylor,20-Dec-2024,Car Loan,35272,48,8.77,,Student,
APP00810,CUST2733,Olivia Taylor,10/07/2023,personal loan,,48,,,employed,
APP00131,CUST1963,,"May 24, 2024", Business Loan ,,60,,37220, employed ,Pending
APP00002,CUST1176,Michael Taylor,08-23-2025,Education Loan,12965,24,8.97,, employed ,Approved
APP00145,CUST2342,Daniel Taylor,"January 07, 2026",Education Loan,69027,36,14.82,,Self-Employed,Approved
APP00553,CUST1316,Olivia Brown,"August 23, 2025",Personal Loan,69627,36,5.31,,Unemployed,approved
APP00064,CUST1719,Emma Johnson,"September 19, 2024",personal loan,30179,60,11.43,126372,Employed,
APP00865,CUST2658,Sophia Smith,11-25-2023, Business Loan ,,36,,,Self-Employed,Approved
APP00865,CUST2002,Emma Taylor,23/02/2024,Car Loan,89780,36,,, employed ,Approved
APP00866,CUST1892,Emma Taylor,2023/07/12,Personal Loan,39734,36,,67921, employed ,Under Review
APP00698,CUST2714,Emma Smith,24/12/2023,Mortgage,,48,,,Student,Approved
APP00221,CUST2777,Daniel Taylor,"September 08, 2023",Mortgage,83761,,5.7,61698,Unemployed, pending 
APP00571,CUST2091,,23/01/2026,Education Loan,52575,,,,Employed,Under Review
APP00142,CUST2090,,02/08/2023,Car Loan,,36,,,employed,Rejected
APP00087,CUST1548,Emma Smith,"May 17, 2024", Business Loan ,,,,103160,employed,Pending
APP00276,CUST1563,,12/11/2023,Mortgage,9837,24,,,Unemployed, pending 
APP00854,CUST1204,John Taylor,07/03/2025,Education Loan,62441,60,8.57,,Self-Employed, pending 
APP00120,CUST2094,,17-Mar-2024,personal loan,,24,,, employed ,Rejected
APP00224,CUST2826,Olivia Brown,15-Jul-2024,,43578,,9.26,75064,,approved
APP00084,CUST1918,Daniel Smith,19/03/2025,Personal Loan,,36,12.11,33332,Unemployed,Rejected
APP00861,CUST1988,Olivia Smith,"January 20, 2024",personal loan,48620,24,,46530, employed ,Under Review
APP00408,CUST2359,,2023/12/01,Mortgage,,,8.44,90959,Employed, pending 
APP00484,CUST2813,,2025/09/19,Car Loan,34884,36,,90719,Employed,
APP00872,CUST2593,,"January 18, 2026",,83171,,,,Employed,Pending
APP00257,CUST2556,John Brown,2023-09-11,Personal Loan,,,,136106,Unemployed,Approved
APP00577,CUST2045,Daniel Taylor,10/09/2024,Education Loan,64841,24,13.19,57530, employed ,Rejected
APP00638,CUST1817,Daniel Smith,2024/01/06,Mortgage,97774,36,8.07,,Student,
APP00478,CUST1935,Michael Anderson,04/03/2026,Education Loan,33882,60,,90864, employed ,
APP00604,CUST1862,John Brown,"September 21, 2025",Mortgage,,12,,23173,employed,approved
APP00420,CUST1350,Emma Smith,2024-10-20,personal loan,,,,,Employed,Pending
APP00873,CUST2966,John Anderson,07-01-2024,Car Loan,,24,13.97,88060, employed ,
APP00490,CUST2190,John Anderson,02-27-2025,Personal Loan,,,,84838,Student,Approved
APP00406,CUST1282,,09-06-2025,personal loan,,12,,,,approved
APP00566,CUST1504,Emma Johnson,2024/03/17,personal loan,,60,5.33,47870,employed,Pending
APP00715,CUST2459,John Taylor,2024-08-17,personal loan,,12,8.82,,Unemployed,Rejected
APP00263,CUST1617,John Smith,30/06/2025,Personal Loan,,24,,,,Rejected
APP00735,CUST1889,,"August 18, 2023",,,12,7.99,, employed ,Pending
APP00808,CUST2493,Olivia Taylor,04-Dec-2025,Education Loan,8510,48,5.84,112824,Student,approved
APP00316,CUST2543,,15-Oct-2025,personal loan,,,,,Unemployed,Under Review
APP00337,CUST1482,Daniel Smith,2023-10-10,Car Loan,,12,,26826,employed,
APP00814,CUST2468,Olivia Johnson,2024/12/18,Car Loan,68776,12,,,Unemployed,Pending
APP00782,CUST1381,John Johnson,15/01/2025,Education Loan,,12,9.92,, employed ,Pending
APP00398,CUST2245,,31/08/2024,Personal Loan,,60,,,,Under Review
APP00197,CUST2771,Daniel Johnson,06-20-2024,Mortgage,66562,48,4.33,,Student,Under Review
APP00469,CUST1186,John Johnson,08/02/2026,Mortgage,72176,36,4.52,,Self-Employed,Approved
APP00169,CUST1722,,19/10/2023,Car Loan,,24,,35652,,Approved
APP00636,CUST2048,Sophia Smith,02-26-2026,Personal Loan,79133,,10.34,75224,Student,Pending
APP00405,CUST2220,Michael Brown,30-Nov-2025,Mortgage,,36,,, employed ,Approved
APP00683,CUST1360,,2024/03/22,Car Loan,,12,,,Unemployed,Pending
APP00162,CUST1230,John Johnson,14-Feb-2024,Education Loan,61663,24,,54918,Student,Rejected
APP00258,CUST1088,,"July 07, 2024",Car Loan,,12,7.76,136091,,Approved
APP00466,CUST1264,Emma Anderson,02-13-2024,Mortgage,10313,24,,,employed,Pending
APP00099,CUST2960,Emma Brown,"October 31, 2025", Business Loan ,70369,24,,,,
APP00433,CUST2232,Emma Smith,23-Feb-2024,Mortgage,13240,12,12.69,63778,employed,Pending
APP00013,CUST2694,Daniel Brown,2023/10/25,Car Loan,88053,48,,78098,Self-Employed,Under Review
APP00268,CUST1108,,"December 04, 2025",personal loan,41496,36,,126520,,Rejected
APP00159,CUST2658,Michael Brown,08-Jan-2026,Car Loan,80156,,14.79,30188,employed, pending 
APP00412,CUST1194,Emma Smith,12-Jan-2026,Car Loan,,60,,,Employed,Approved
APP00501,CUST2618,,2023-12-26,Education Loan,,,13.87,,Student,approved
APP00359,CUST2523,Sophia Anderson,06-Mar-2024,Car Loan,36268,48,,116795,Employed,Pending
APP00553,CUST2930,,07/11/2023,Education Loan,19786,24,14.36,,Employed,Approved
APP00427,CUST1692,John Smith,"July 03, 2023",,,12,,50490,,Rejected
APP00181,CUST1337,,11-11-2024,Mortgage,55603,12,,62205,employed,Approved
APP00882,CUST2993,,11-03-2025,personal loan,,,,,Unemployed, pending 
APP00052,CUST1606,John Taylor,2025-11-02,Car Loan,,24,,138112,Unemployed,Under Review
APP00202,CUST1359,John Anderson,19/05/2024,Personal Loan,,12,12.24,136538,Student,Approved
APP00106,CUST2963,,06-07-2024,Mortgage,86324,60,11.34,,Self-Employed, pending 
APP00139,CUST1439,,"December 19, 2024",Personal Loan,37669,12,,72383,Unemployed,Under Review
APP00698,CUST1969,,08-21-2023,personal loan,,36,,, employed ,Rejected
APP00437,CUST2921,Daniel Smith,23/01/2024, Business Loan ,,24,8.68,79917,Unemployed,approved
